        ID   English  Calculus   Physics Chemistry
     07874      33.8      95.0      85.7      93.4
     07875      49.1      11.1      22.4       4.9
     07876      61.9      18.3      82.0      72.4
     07877      47.1      31.1      93.6      46.4
     07878      20.1       3.5      88.5      18.9
     07879      19.1      92.9      48.3      59.5
     07880       5.3      11.3      72.2      25.1
     07881      89.8      14.2      14.0      84.0
     07882      19.4      39.8      71.3       1.1
     07883      12.9      59.9      36.6      80.5
     07884       6.4      42.6      78.7       6.6
     07885      38.8      59.8      20.7      86.6
     07886      76.7      42.0      71.9      62.4
     07887      78.8      77.9      31.1      91.7
     07888      63.3      21.2      42.0      19.1
     07889      21.7      47.5      78.1      99.4
     07890      68.0      78.3      70.7       2.0
     07891      78.8      48.3      90.3      84.3
     07892       7.8      41.1      92.5      54.7
     07893      40.2      46.3      13.9      30.7
     07894      98.3      56.4      62.1      76.4
     07895      72.5      47.8      15.8      59.5
     07896      83.6      67.2      45.4      91.7
     07897       3.1      63.9      82.3       5.5
     07898      52.1      76.6       7.4      68.4
     07899      14.2      37.4      85.0      67.8
     07900      77.6      42.3      28.8       5.2
     07901      70.2      32.1      32.9      73.6
     07902      64.2       1.8      61.0      81.1
     07903      54.2       5.9      89.5      39.9
     07904      95.8      17.4      32.2      61.7
     07905      15.2      73.4      66.8      89.4
     07906      46.2      21.9      94.3       0.6
     07907      49.8      68.8      27.0      90.7
     07908      29.2      40.8      35.1      66.8
     07909      54.2      45.0      59.5      67.5
     07910      12.0      98.5      17.4      72.8
     07911      12.8      37.0      25.0      92.3
     07912      60.0      58.6      63.6      96.5
     07913      15.4      26.8      69.5      14.8
     07914      19.1      16.9      52.9      81.1
     07915      77.1      59.7      83.7      93.4
     07916      94.7      91.9      11.6       8.6
     07917      39.8      20.8      19.4       0.9
     07918      22.9       9.8      53.0      71.1
     07919      10.5      22.9      66.5      85.6
     07920       0.2      20.6      58.4      40.6
     07921      33.9      83.4      86.7      19.3
     07922       5.7      44.8      65.2      91.5
     07923       0.2      86.4      17.4      80.2
     07924      20.6      31.9      39.1      38.3
     07925      69.2      94.4      74.8      62.7
     07926      18.1      24.3      53.6      95.9
     07927      38.2      42.4      17.3      72.2
     07928      68.1      28.4      69.2      98.2
     07929      82.9      54.5      79.3      54.5
     07930      31.9      66.0      61.9      26.4
     07931      63.6      86.0      13.1      68.3
     07932      45.3       2.6      79.6      70.6
     07933      33.0      28.0      70.1      76.7
     07934      77.1      41.3       8.0      74.2
     07935      68.3      60.6      18.9      70.0
     07936       4.6      45.9      61.6       4.8
     07937      71.3      44.6      20.9      47.3
     07938      45.8      62.0      71.3      45.1
     07939      37.5      59.8      17.3      20.6
     07940      46.5      42.3      97.2      95.7
     07941      14.8      47.9      25.3      16.6
     07942      29.9      46.2      68.2      66.7
     07943      97.9       6.7      96.5      95.6
     07944      49.8      29.3      32.6      11.3
     07945      11.4      56.5      22.7      98.3
     07946      18.1      55.0      70.8      16.0
     07947      84.8      80.6      60.2      48.7
     07948      32.6      69.2      30.7      73.1
     07949      13.2      27.2      26.1      73.6
     07950      69.6      79.3      42.0      51.5
     07951      56.6      16.1      86.0      16.9
     07952      96.5      98.4      32.0       4.5
     07953       9.2      93.1      52.5      43.9
     07954      32.1      22.4       2.1      15.0
     07955      82.0      50.5      70.6      73.3
     07956      53.9      31.1      17.3      33.0
     07957      28.7      21.7      24.3      18.6
     07958      46.9      97.7      54.1      16.5
     07959      76.8      13.3      93.9      72.5
     07960      45.7      94.0      33.9       7.2
     07961      78.9      48.3       9.9      38.7
     07962      41.1      82.0      50.5      27.9
     07963       0.5      83.0      94.5      21.2
     07964      53.8      50.6      85.2      66.5
     07965      43.2      97.1      65.4      66.1
     07966      33.9      93.8      99.2      30.9
     07967      99.8      22.6      87.0      41.1
     07968      61.2      69.8      57.4      50.7
     07969      96.3      48.0      30.6      91.7
     07970      35.9      65.8      57.1       0.7
     07971      78.1       4.8      54.6      74.7
     07972      32.6      13.8      64.2      99.8
     07973       9.2      80.9      33.6      16.2
     07974      56.6      61.3      62.5      61.7
     07975       7.5      86.1      75.4      85.9
     07976      64.7      86.5      52.8      54.3
     07977      86.4      88.3      25.3      72.1
     07978      27.6      61.7      22.2      31.5
     07979      98.0      46.6      11.6      52.3
     07980      22.8      69.5      39.4      22.3
     07981      48.8      35.0      76.3      56.7
     07982      49.0      28.5      99.4      33.9
     07983      93.9      20.4      20.2      32.1
     07984      55.5      79.2      68.1      32.8
     07985      63.9      84.9      78.9      65.4
     07986      92.5      15.1      37.8      10.7
     07987      16.5      43.2      31.6      26.2
     07988      18.5      91.7      23.9      20.9
     07989       1.5      14.0      30.7      17.1
     07990      17.0      64.3       9.5      71.7
     07991      80.5      10.7      32.6      13.3
     07992      70.2      44.5      49.8      89.3
     07993       1.3      37.7      39.6      34.3
     07994      28.7      25.4      78.8      60.5
     07995       7.4      52.2      17.1      12.8
     07996      51.7      86.8      34.4      36.5
     07997      26.2      28.1       3.4      39.6
     07998      18.9      19.0      14.0      79.6
     07999      97.0      86.0      66.4      15.3
     08000      56.6      26.8      53.0      59.9
     08001      49.5       0.5      21.6      15.7
     08002       5.7      29.0      28.5      11.5
     08003      88.1      75.8      48.2      12.6
     08004       7.7      56.4      88.3      55.4
     08005      86.5      51.1      19.3      52.7
     08006      52.8      70.5      62.0      39.1
     08007      66.0      77.3      52.7      20.4
     08008      21.5      43.8      78.9       3.8
     08009      56.7      94.3      94.9      53.2
     08010      75.7      44.7      81.7      82.3
     08011      70.8      21.9      45.9      55.7
     08012      60.2      63.9      89.0      17.7
     08013      94.0      28.4       5.7      66.5
     08014      48.1      87.9      84.1       7.6
     08015      43.3      78.6      66.5      51.0
     08016      43.7      92.6      57.5      18.0
     08017      69.6      42.2      32.8      26.6
     08018      42.1       8.5      19.9      38.2
     08019      39.2      82.5      75.1       9.3
     08020      15.7      74.0      10.0      38.1
     08021      92.4       2.4      67.1      91.9
     08022      57.7      99.9      31.7      96.1
     08023      33.3      86.2      39.5      13.4
     08024      14.1      96.5      98.9      12.3
     08025       7.0      15.4       1.7      68.0
     08026      40.9      13.3      88.1       7.1
     08027      40.1      82.8      72.1      95.2
     08028      71.1      96.2      10.8      50.5
     08029      10.7       6.5      68.4      54.4
     08030      33.7      25.5      26.5      39.6
     08031      17.1      10.1      56.3      87.1
     08032      27.8      58.9      64.0      89.9
     08033      42.6      67.2      37.0      77.6
     08034      74.9      41.2      24.1      56.1
     08035      35.2      91.4       8.6      45.7
     08036      97.1      13.1      51.3      43.2
     08037      74.6      51.0      38.3      99.1
     08038      77.7      38.8      59.7      72.1
     08039      38.4      81.0      95.8       0.7
     08040      26.5       2.7      57.4      37.2
     08041      18.4      44.1      73.4      10.1
     08042      40.5      98.2      64.9      63.0
     08043      26.0      61.1      75.6      88.1
     08044      16.8      69.7       9.3      80.7
     08045       9.7      42.7      15.1      94.6
     08046      31.4      75.1      20.1      16.3
     08047       9.8      35.1      87.3      17.4
     08048      99.5      55.5      81.3      14.2
     08049      69.8      22.2      73.4      78.1
     08050      92.7      57.4      78.5      91.1
     08051      46.4      46.6      18.3      98.2
     08052      28.3      95.0      29.8      29.5
     08053       9.4      41.3      66.1      23.1
     08054      66.8      35.7      38.4       8.6
     08055      90.5      29.9      45.9      51.3
     08056      99.0      18.9      29.7      85.5
     08057      74.9      24.7       7.2      45.0
     08058      88.1      39.2      72.9      16.7
     08059      91.1      78.4      39.9      49.6
     08060      41.0      79.3      98.9      46.9
     08061      86.0      74.6      50.5      81.3
     08062      69.5      73.6      19.5      31.1
     08063      88.1      24.4      82.1      32.2
     08064      95.0      55.7      47.9      79.9
     08065      40.2      66.9      95.4      74.6
     08066      32.0      12.9       1.1      82.5
     08067      31.6      87.9      35.8      77.4
     08068       8.7      92.3      99.0      42.7
     08069      99.0      76.4      10.4      30.3
     08070      22.5       0.2      28.8      36.6
     08071      13.8      20.5      79.3      76.5
     08072      42.4      57.1      21.1      82.7
     08073      93.8      95.9      49.2      28.0
     08074      39.3      12.2      90.0      44.7
     08075       1.9      48.3      72.1      84.6
     08076      95.5       3.3      51.3      77.6
     08077      21.3      88.8      38.9      38.4
     08078      28.0      89.3      83.5      25.5
     08079      79.4      94.0      77.5      53.5
     08080      53.6      82.1       5.7      89.6
     08081      63.1       1.9      54.7      47.2
     08082       9.2      46.9       2.1       5.2
     08083      12.3      25.4      23.4       7.7
     08084      88.5      35.4      39.0       7.2
     08085      46.1      82.7      69.7      63.7
     08086      35.1      47.9      12.5      25.1
     08087      46.9       8.0      58.6      97.2
     08088      42.4      78.8      16.4      21.0
     08089      81.7      71.1      49.7      79.4
     08090      47.9      75.0      94.3      70.7
     08091      80.7      94.0      74.8      51.8
     08092      48.3      97.1      50.7      74.6
     08093      93.8      52.7      60.8       6.8
     08094      84.3      74.8      38.7      47.7
     08095      70.4      68.9      61.7      99.6
     08096       5.1      47.4      73.6      65.1
     08097      39.1      75.2      98.9      45.7
     08098      87.4      24.3       4.8      69.8
     08099      46.7      37.8      76.8      84.9
     08100      78.3      69.6      98.3      68.5
     08101      27.0      79.3      82.4       2.6
     08102      84.9      97.9      35.4      65.0
     08103      50.1      76.6      68.2      93.7
     08104      42.4      69.9      66.3      15.6
     08105      80.5      39.2      70.5      27.7
     08106      20.4      96.6      94.9       3.0
     08107      94.2      60.8       9.9      61.3
     08108      94.5       3.6      97.7      55.4
     08109      50.9      33.4       3.0      93.3
     08110      90.2      53.6      98.6      55.0
     08111       2.9      61.7      48.4      75.2
     08112       1.1      88.7      70.7      57.2
     08113      92.7      51.7       6.5      21.7
     08114      78.5      99.5      16.4      24.7
     08115      48.1      30.5      97.8      48.2
     08116      64.6      28.7      24.7      17.6
     08117      93.3       3.0      10.3      90.9
     08118       4.4      97.6      40.5      77.9
     08119      77.5      48.6      28.4      78.8
     08120      83.4      80.0      75.0      55.9
     08121       1.2      51.6      37.1      87.4
     08122      90.2       2.0      21.7      57.7
     08123      38.9      76.8      25.6      95.1
     08124      55.7      12.8      82.9      59.5
     08125      93.9      30.1      52.2      85.4
     08126      67.4      49.4      47.9      82.0
     08127       7.3       2.1      32.7      27.8
     08128      65.0      49.0      75.8      12.7
     08129      62.9      61.2      24.9      24.8
     08130      57.9      62.7      60.9      66.6
     08131      39.2      93.6      40.5      52.5
     08132      21.6      24.6      38.0      10.4
     08133      33.3      40.6      35.4      38.7
     08134      14.0      26.0      90.8      39.2
     08135      90.1      53.1      65.4      69.3
     08136      38.0      64.4      86.4      84.8
     08137      59.4      21.0      59.6      95.2
     08138      93.5       7.0      35.6      38.9
     08139      75.9      51.0       1.8      69.9
     08140      65.1      63.6       3.6      36.5
     08141       1.0      86.1      97.4       3.9
     08142      83.6      84.4      54.0      27.2
     08143      50.7      79.8      10.7      91.5
     08144       3.6      77.1      11.9      65.1
     08145       3.7      39.8      64.0      59.8
     08146       3.6      29.0      42.4      64.5
     08147       2.8      94.0      78.4       0.1
     08148      92.9      35.0      73.9      56.6
     08149      36.5      25.7      55.2      37.6
     08150      80.2      63.4      45.1      50.6
     08151      79.6      49.5      10.2      13.5
     08152      88.0       9.8      62.0      30.3
     08153      74.4      90.8      91.9      80.7
     08154      60.1       3.9      14.3       6.3
     08155      52.1      10.2      62.5      59.2
     08156      15.2      71.8      99.7      91.9
     08157      88.2      68.3      55.5      48.7
     08158      28.0      44.6      40.9      46.7
     08159      74.2      92.8      83.7      73.0
     08160      94.3      54.5      47.9      44.8
     08161      80.1      62.1      43.5      47.0
     08162      39.8      97.8      23.9       2.2
     08163      99.4      79.9      45.8      96.2
     08164      49.5      22.4      20.3      99.0
     08165       4.3      57.3       0.2      71.8
     08166      15.3      89.5      25.6      49.1
     08167      63.3      25.7      12.7      60.8
     08168       7.8      97.5      83.6      80.2
     08169      27.3      25.7      45.0      49.3
     08170      19.8      36.9      25.1      22.6
     08171      68.0      63.7       8.7       7.2
     08172      84.3      52.5      36.0      91.3
     08173      96.0      24.4      76.5      15.3
     08174      14.7      65.9       6.6      79.1
     08175      93.4      90.2      49.6      54.2
     08176      12.7      41.4      61.5      67.6
     08177      94.8      43.9      87.0      86.6
     08178      80.3      77.1      24.1      41.8
     08179      22.3       2.7      66.3      80.0
     08180      22.4      33.6      71.0      38.0
     08181      18.9       3.2      91.2      40.4
     08182       4.0      52.8      24.2      69.3
     08183      51.5     100.0      22.2       5.5
     08184      59.3      44.7      58.0      38.9
     08185      26.4      92.2      36.5      65.1
     08186      30.5      28.9      77.1      14.4
     08187      13.7       8.0       2.2      32.4
     08188      72.3      58.9      59.6      83.0
     08189      58.8      24.4      17.6      34.0
     08190      85.2      46.9      34.5      73.5
     08191      79.3      39.0      87.7      40.3
     08192       5.2      32.4      46.8      90.3
     08193      86.0      69.9      83.5      34.0
     08194      10.0      56.9      50.3      83.1
     08195      56.2       0.3      97.1      42.8
     08196      58.2      50.6      66.1      18.4
     08197      77.4       0.3      50.5      80.2
     08198      71.7      28.2      67.6      15.1
     08199      11.0      55.4      69.2      13.1
     08200       2.4      24.7      88.4      27.1
     08201      57.8       5.3      57.1      74.8
     08202      86.2      32.2      53.2      15.1
     08203      43.1      22.2      56.4      56.1
     08204      54.7      15.5      58.6      11.7
     08205       4.8      63.1      40.0      73.3
     08206      98.0      84.0      30.2      35.2
     08207       5.2       7.9      51.9      32.6
     08208      94.0       7.8      98.1      81.2
     08209      16.0      31.8      22.1      87.1
     08210      84.6      49.2      13.8      95.7
     08211      53.1      21.5      77.7      30.3
     08212      48.4      87.5       2.4      16.7
     08213      94.8      25.7      85.2      18.0
     08214       4.3      27.8      35.5      97.4
     08215      50.4      95.5      71.4      64.7
     08216       7.0      18.3      33.6      89.2
     08217      11.1      87.7       7.8      38.9
     08218      57.4      48.0      91.4      15.9
     08219      15.7      21.4      72.5      21.8
     08220      17.3      14.3      56.0      58.7
     08221       2.5      85.6      29.8      17.4
     08222      27.4      44.7      11.6      78.0
     08223      43.1       4.3      77.7      19.6
     08224       8.7      25.6      80.7      10.9
     08225      27.2      75.0      35.1      30.8
     08226      87.4      41.9      68.8       8.0
     08227      67.9      35.6      92.4      58.6
     08228      16.9      41.0      78.1      54.7
     08229      59.4      78.8       3.1      45.1
     08230      66.9      69.4       0.7      19.8
     08231      10.3      89.6      24.1      49.1
     08232      73.9      57.7      66.7      47.6
     08233      73.5      68.1      62.6      80.9
     08234      54.1      56.8      67.9      22.5
     08235      75.1      56.1      45.3      10.9
     08236      47.6      77.7      54.9      77.7
     08237      94.2       7.5      86.6      44.5
     08238       7.2      76.1      30.9      92.8
     08239       0.6      65.3      11.2      90.7
     08240      70.2      83.2      56.4       2.2
     08241      16.8      56.9      40.8       2.2
     08242      88.8      85.0      68.9      50.7
     08243      44.6      96.5      18.0      55.6
     08244      47.0      61.5      61.0      49.0
     08245      43.7      93.4      35.7      46.8
     08246      26.7      21.0      70.2      38.6
     08247       5.6      22.6      75.3      66.1
     08248      25.4      87.8      12.6      71.5
     08249       3.5      16.9      21.4      33.3
     08250      27.1      78.5      44.4      43.0
     08251      26.8      90.4      19.9      14.4
     08252      27.7      11.9      92.7      36.4
     08253      86.3       2.7      37.5      82.2
     08254      20.4      57.0      66.4      52.6
     08255      39.8      81.9      21.1       9.3
     08256      88.7      93.2      72.6      10.8
     08257      71.6      82.9      91.6      39.4
     08258      73.4      84.7      72.1      47.8
     08259       6.9      25.8      90.0      30.9
     08260      92.8      52.8      81.3      29.2
     08261      99.0      80.5       0.7      83.8
     08262      21.7      48.8      92.0       9.8
     08263      77.0      88.6      98.9      63.5
     08264      58.4      74.7       2.6      52.8
     08265      75.6      43.0      11.1      19.7
     08266      47.1      33.5      34.7      22.2
     08267      80.2      67.9      34.9      38.6
     08268      25.3      11.4      76.3      81.6
     08269      70.9      59.5      87.6      44.5
     08270      39.0      56.2      73.1      23.1
     08271      98.1      89.1      57.7      78.9
     08272      44.9      53.7      13.4      47.7
     08273      83.2      61.9      68.0      89.4
     08274      84.3      38.1      10.8      36.4
     08275      45.6      58.2      22.6      65.4
     08276      58.9      68.3      42.8      92.9
     08277      47.6      96.2      47.2      18.9
     08278      75.3      46.3      15.4      26.3
     08279      85.2      35.2      13.4      31.9
     08280      11.4      16.7      59.3      24.4
     08281      56.6      16.6      84.5       4.1
     08282      34.9      16.9      70.4      39.1
     08283      61.7       4.6       2.0      62.4
     08284       7.5      45.6       9.3      37.1
     08285      15.1      85.9      93.9       2.5
     08286      92.7      88.6      81.4      15.7
     08287      44.4      62.3      77.8      42.8
     08288      66.7       1.3       6.8      95.7
     08289       8.5       3.5      27.8      54.1
     08290      43.5      90.9      80.1      41.5
     08291      79.4      81.8      54.6      57.4
     08292      24.4      43.1       4.7      83.4
     08293      62.7      95.9      80.3      54.5
     08294      50.7      28.7      55.2      14.1
     08295      85.0      57.9      31.7       8.1
     08296      16.6      37.8      10.7      38.4
     08297      91.1      75.4      85.9      25.6
     08298      76.2      67.3      10.2      84.2
     08299      98.2      52.8      24.6      78.4
     08300      19.1      72.0      55.4      83.5
     08301      77.1      56.1      43.3       1.8
     08302      97.7      75.4      78.6      86.3
     08303      79.5      73.7       7.7      73.6
     08304      64.7      90.0      48.0      51.4
     08305      66.7      87.4      57.5      23.9
     08306      87.2      21.1      19.2      52.7
     08307      63.1      88.4      47.6      88.8
     08308      98.4      16.5      52.0      46.5
     08309      52.8      24.1      90.7      12.7
     08310      75.8      96.7      64.8      28.0
     08311      52.8      64.8      91.1      10.6
     08312      23.4      20.5      46.4      90.4
     08313      47.2      79.7      97.8      51.7
     08314      16.2      93.8      51.3      52.3
     08315      80.7      98.4      82.7      60.9
     08316      82.2      62.4      51.9      57.5
     08317      91.0      91.7      95.0      32.7
     08318      84.7      37.2       8.6      62.8
     08319      89.5      87.8      98.4      23.7
     08320      59.0      25.4      84.8      68.9
     08321      63.1      78.9      75.5       8.0
     08322      77.5      82.2      41.4      94.9
     08323      44.4      92.6      10.2      27.9
     08324      64.0      43.2      59.0      69.0
     08325       6.5      83.4      95.1      56.6
     08326      67.8      30.9      63.1      18.8
     08327      44.9      15.6      53.1      72.4
     08328      34.2       2.7      17.8      23.7
     08329      85.0      86.5      74.0      52.7
     08330      81.3       0.6      55.6      84.0
     08331      67.0      97.5       1.8      32.2
     08332      52.3      10.2      31.6       7.5
     08333      83.8      84.1      86.6      98.2
     08334      65.7      49.3      13.9       8.8
     08335      93.6      35.3      65.1      81.3
     08336      36.3      84.4      76.2      68.0
     08337      50.6      43.8      96.8      35.4
     08338      83.2      27.2      89.3       2.5
     08339       9.2      38.4      74.2      81.6
     08340      24.7      46.4      95.5      35.6
     08341      93.8      54.6      65.8      23.7
     08342      52.8      21.0      99.8      60.2
     08343      94.5      13.8      84.0      46.3
     08344      90.6      69.5      80.5      71.7
     08345       5.3      22.7      88.0      30.5
     08346      40.7      26.3      67.1       1.7
     08347      27.1      78.2      48.3      75.7
     08348      31.0      15.7      15.5      15.6
     08349      94.6      35.6      35.7      45.3
     08350      72.3      86.0      62.0       9.8
     08351      52.9       8.2      92.9      92.3
     08352      37.0      22.8      20.3      44.8
     08353      38.9       6.2       0.5      48.4
     08354      98.2      70.0      81.7      90.5
     08355      62.1      36.1      19.9      90.5
     08356      70.8      54.4      77.7      43.4
     08357      66.6      69.3       0.4      91.7
     08358      87.0      49.2      41.2       3.7
     08359      60.6      26.1      72.2      31.0
     08360      97.5      23.7      41.3      52.4
     08361      85.7      61.9       0.5      17.8
     08362      95.8      24.5      80.8      19.5
     08363      31.4      53.1      71.3      75.1
     08364      57.8      22.7       9.7      98.7
     08365      73.7      20.8      96.3      96.1
     08366      17.7      76.6      71.6      70.1
     08367      26.5      74.7      34.4      16.5
     08368      40.5      80.8       8.7      80.9
     08369      39.7      32.6       0.9       5.8
     08370      84.3      76.5      58.9      58.7
     08371      57.1      40.6      19.6      40.4
     08372      98.4      23.1      49.5      73.8
     08373      50.5      89.1      42.5      72.6
     08374      74.0      83.7      40.9      75.1
     08375      29.1      21.1      70.5      40.4
     08376      99.1      55.7      11.9       0.6
     08377      46.4      52.3      96.5      74.2
     08378      53.7      82.6      78.0      37.5
     08379      50.0      18.6      33.5      88.2
     08380      25.4      76.9      49.6      44.8
     08381      93.7      83.3       4.1      70.7
     08382      50.1      87.4      43.1      73.3
     08383      44.7      38.7      45.4      40.5
     08384       9.7      56.4      64.3      68.7
     08385      66.8      58.6      80.8       0.5
     08386      74.6      49.0      98.5      82.4
     08387       6.9      99.9      41.0      73.6
     08388      19.8      76.3      11.1      44.4
     08389      92.8      32.9       0.1      73.9
     08390      71.2      34.7      86.4       5.5
     08391      21.4      66.1      17.0      71.2
     08392      98.6      53.7      86.0      75.2
     08393      50.0      86.2      14.0      24.4
     08394      19.1      34.7      14.5      49.5
     08395      25.3      13.7      24.1      23.0
     08396      64.4      11.4      22.0      57.6
     08397      73.0      79.3      28.4      24.1
     08398      31.8      82.0      35.6      54.2
     08399      16.8      99.1      36.0       2.8
     08400      70.7      97.7      40.6      96.0
     08401      82.8      54.3      78.9      49.6
     08402      60.5      18.9      55.7      11.9
     08403      58.8       1.8      14.5      48.0
     08404      95.8      36.7      90.5      93.8
     08405      30.0      91.5      48.3      41.7
     08406      69.8      32.0      17.5      80.3
     08407       4.1      51.8      22.2      44.4
     08408      18.0      97.8      87.0      89.5
     08409      55.5      35.7      69.7      89.7
     08410      76.9      89.6      55.0      83.8
     08411      33.4      30.0      83.2      39.8
     08412      84.8      88.7      17.9      86.4
     08413      95.8      56.1       9.3      58.8
     08414      59.5      37.1      93.9      97.2
     08415       1.5      63.2      10.5      79.8
     08416      43.4      45.1       5.7      43.8
     08417      62.3      96.1      48.3      32.3
     08418      10.8      21.3      35.0      19.4
     08419      11.8      63.8      67.6      32.0
     08420      78.3      24.3      69.9      56.7
     08421      45.4      60.7      77.7      17.7
     08422      77.7       1.7      98.6      74.5
     08423       4.5      86.0      15.3      81.4
     08424      84.2      79.1      92.7      29.7
     08425      61.8      13.5      21.0      46.3
     08426      80.1      25.2      91.9      78.0
     08427      53.3      66.0      71.6      96.8
     08428      72.6      57.7      69.1      83.5
     08429      81.4      32.5       9.4      94.5
     08430      38.2      61.0      41.0       8.9
     08431      91.9      64.6      13.1      85.7
     08432      15.8       5.6      73.4      74.4
     08433      13.6      42.2       5.0      93.9
     08434       0.1      70.3      92.6      11.6
     08435       8.2      37.7      82.6      60.7
     08436      72.9      69.2       5.9      70.6
     08437      73.6      27.6      90.7      55.7
     08438      27.4      20.5      58.9      24.8
     08439      60.2       9.2      15.0      53.1
     08440      39.1      14.4      19.0      85.2
     08441      26.3      52.5      50.2      40.5
     08442      58.3      56.0       8.9      13.9
     08443      13.1       8.4      78.2       2.5
     08444      16.1      70.5      96.7      76.9
     08445      72.2      67.3      44.6      60.3
     08446      15.2      55.7       9.1      47.6
     08447      93.8      82.0       5.6      76.1
     08448      86.4      84.4      36.0      96.0
     08449      76.2      78.0      63.4       6.9
     08450      60.8      77.9      54.5      59.9
     08451      21.7      15.1      79.0       1.3
     08452      35.1      10.3      31.6       9.0
     08453      43.2      33.9      98.8      82.1
     08454      84.9      56.2      64.9      23.1
     08455      72.0      75.4      27.0      40.2
     08456      43.3      15.8      12.9      11.5
     08457      98.4      57.6      33.0      34.5
     08458      35.9      84.2      20.1       7.1
     08459      44.4      29.4      68.9      80.1
     08460       0.0      35.7      94.7      67.7
     08461      31.2      49.5      81.2      87.0
     08462      95.2      81.5      29.8      19.5
     08463      76.5      11.1      11.4      34.9
     08464      50.6      98.6       2.4      77.8
     08465      41.0      96.4      77.9      21.7
     08466      19.0       0.4      30.9       1.7
     08467       8.5      39.2      66.8      32.0
     08468      17.0      58.1      83.0      53.1
     08469      97.2      33.9      87.2       7.7
     08470      65.2      99.4      64.1      33.7
     08471      15.4      97.2      29.6      33.0
     08472      80.5       9.7      44.4      87.0
     08473      32.2      79.2      36.9      29.0
     08474      46.8      94.8       9.5      84.3
     08475      67.9      52.9      56.0      42.1
     08476      15.4      11.9      82.6      92.8
     08477      28.2      81.9      56.2      81.7
     08478      90.0      60.7      14.0      61.0
     08479      85.2      68.4      59.3      43.2
     08480      29.8      27.1      35.6      31.2
     08481      37.1      58.9      47.6      26.6
     08482      59.3      14.7      24.7      20.4
     08483      15.5      96.0      98.2      10.1
     08484      49.1      15.7      59.0      83.9
     08485      62.9      93.9      47.8      97.6
     08486      29.7      43.1      11.7      78.3
     08487      34.4      37.5      85.4       3.3
     08488      29.5      32.2      70.4      82.9
     08489      88.8      46.4       1.7      97.6
     08490      72.9      14.5       4.2       3.5
     08491      42.5      29.8      19.2      24.1
     08492      67.4      90.6      24.7      18.1
     08493      67.7      59.4      24.1      37.8
     08494       2.2      17.9      36.6      20.4
     08495      92.1      63.3      91.4      87.9
     08496      37.4      65.9      53.3      99.7
     08497      25.8      35.3      41.8      90.7
     08498      97.5      98.4      43.1      40.4
     08499      57.4      85.2      62.0      56.0
     08500       8.0      86.3       7.6      22.7
     08501      65.4      21.0      61.3       7.8
     08502      25.2      30.0      13.1      42.2
     08503      10.4      66.8      51.4       0.5
     08504      74.9      54.4       3.4      62.9
     08505      66.5      21.2      94.7      55.6
     08506      57.4      63.8      49.2      21.8
     08507      76.9      43.9      35.7      91.0
     08508      30.2      66.6      12.3      20.9
     08509      47.7      56.0      28.2      19.5
     08510      31.7      75.9      92.6      84.1
     08511      90.5      83.5      58.0      38.7
     08512       8.8      34.7      85.1      15.8
     08513      31.0      29.0      19.8      26.2
     08514      55.1      86.6       7.0      92.9
     08515      35.7      72.6       3.5      44.4
     08516      50.7      24.5      89.3       9.9
     08517      66.5      64.8       0.3      54.6
     08518      22.6      52.6      87.5      16.8
     08519      97.2       5.4      95.8      63.5
     08520      42.3      11.8      90.4      43.7
     08521      64.7      25.9      63.8      12.3
     08522      52.4      11.4       1.6      58.7
     08523      76.5      81.2      83.4      90.8
     08524      63.0      39.8      53.4      92.1
     08525      65.8      19.0      82.9      29.2
     08526       3.5      19.1       8.6      60.5
     08527      62.8      64.5      76.8      54.9
     08528      22.6      81.6       5.5      59.7
     08529      75.3      11.4      95.4      68.2
     08530      33.9      90.3      86.3      80.7
     08531      67.7      52.4      32.2      19.0
     08532      49.3      79.2      20.1       2.5
     08533      46.3      89.9      37.3      49.6
     08534      30.9      40.9      54.2       8.1
     08535      47.2      72.4      52.5      81.8
     08536       2.9      80.3      87.4      28.7
     08537      32.5      75.8       9.8      49.1
     08538      27.7      39.9       9.1      22.5
     08539      60.3      93.5       8.2      99.8
     08540      53.0      37.3      93.5      23.3
     08541      40.4      40.2      39.2      45.4
     08542      85.2      19.3      68.5      41.6
     08543      68.7      25.9      77.3      80.8
     08544      44.3      16.1      18.8      67.4
     08545      73.9      60.3      88.2      95.0
     08546      58.6      65.1      23.9      28.1
     08547      87.9      45.0      70.2      96.7
     08548      72.7      15.1       8.8      68.4
     08549      41.4      48.5      97.2      96.0
     08550      86.4      19.5      15.2       1.5
     08551      61.9       5.8      62.3      40.5
     08552      59.3      51.7      13.9      13.2
     08553      18.5      68.3      65.3      71.3
     08554      42.4      87.7      79.1       1.6
     08555      56.8      64.1      44.0      44.7
     08556      42.6      71.8      34.5      42.1
     08557      44.4       6.4      69.2      36.0
     08558      80.7      65.6      60.6      29.4
     08559      50.7      42.3      34.4      15.3
     08560      97.9      83.2      46.4      89.4
     08561      63.2      46.5      33.1      55.9
     08562      48.0      86.9      33.4       7.2
     08563      92.3      64.4      70.2      91.5
     08564      23.1      31.3      71.9      28.1
     08565      99.1      39.5      93.7      24.5
     08566      96.1      77.2      31.6       4.1
     08567       5.6      38.8      76.4      45.4
     08568      83.7      72.3      60.9      34.4
     08569      59.2      22.3      84.3      99.1
     08570      64.1       7.5       7.6      31.6
     08571      80.6       8.0      92.9      22.0
     08572      21.0      98.7      57.6      56.9
